TIPO;PROGRESSIVO_DM_ASS;DATA_PRIMA_PUBBLICAZIONE;DM_RIFERIMENTO;GRUPPO_DM_SIMILI;ISCRIZIONE_REPERTORIO;INIZIO_VALIDITA;FINE_VALIDITA;FABBRICANTE_ASSEMBLATORE;CODICE_FISCALE;PARTITA_IVA_VATNUMBER;CODICE_CATALOGO_FABBR_ASS;DENOMINAZIONE_COMMERCIALE;CLASSIFICAZIONE_CND;DESCRIZIONE_CND;DATAFINE_COMMERCIO
1;15357;2008-07-05;;;S;2008-07-05;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;BFAXXX;CANNULA FEMORALE ARTERIOSA MODELLO BFAXXX;C03010499;CANNULE PER CIRCOLAZIONE EXTRACORPOREA - ALTRE;2013-03-05
1;15358;2008-04-19;;85645;S;2017-04-18;9999-12-31;AMI AGENCY FOR MEDICAL INNOVATIONS GMBH;;U45993000;TVA5021-TOA5121;BENDARELLA PER INCONTINENZA URINARIA TVA/TOA;U070101;SISTEMI DI SOSPENSIONE A NASTRO PER IL TRATTAMENTO DELL'INCONTINENZA;
1;15359;2008-04-16;;;S;2008-04-16;9999-12-31;ARTSANA SPA;00227010139;00227010139;000222XX100000;ACQUABLOC CEROTTO POST OPERATORIO. COMPRESSA ANTIADERENTE STERILE CON SUPPORTO ADESIVO IN PUR;M04010102;MEDICAZIONI IN POLIURETANO O ALTRO MATERIALE PLASTICO ADESIVO CON COMPRESSA ASSORBENTE;
1;15360;2008-07-04;;;S;2008-07-04;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;72600104;ASPIRATORE INTRACARDIACO MODELLO WESSEX;A06010103;CANNULE DI ASPIRAZIONE;
1;15361;2008-04-25;;;S;2013-06-07;9999-12-31;GE HANGWEI MEDICAL SYSTEMS,CO.LTD;;;B70002BS;BRIGHTSPEED ELITE;Z11030603;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;
1;15362;2011-02-05;;;S;2011-02-05;9999-12-31;I+ SRL;05214150483;05214150483;2.00.001.01;BLUIGS;Z12011401;SISTEMA DI NAVIGAZIONE CHIRURGICA;
1;15363;2008-04-30;;;S;2008-04-30;9999-12-31;SANATMETAL ORTHOPAEDEIC AND TRAUMATOLOGIC EQUIPMENT MANIFACTURER LTD;;U11172790;"410010XXX;";STRAD WIRE;P09120302;FILI E FASCETTE DI CERCHIAGGIO;
1;15364;2008-04-09;;;S;2008-04-09;9999-12-31;W.L.GORE & ASSOCIATES INC.;;;1BSGC25, 1BSGC31, 1BSGC2829, 1BSGC3334;GORE SEAMGUARD BIOABSORBABLE STAPLE LINE REINFORCEMENT - CIRCULAR CONFIGURATION;H900305;RINFORZI PER SUTURATRICI;
1;15365;2008-06-12;;;S;2010-07-17;9999-12-31;CAREFUSION SWITZERLAND 317 SÀRL;;;2205E-0006;DISPOSITIVO DI ACCESSO ALLA FIALA MULTI-DOSE SENZA AGO SMARTSITE - PORTA CON VALVOLA SENZA AGO;A0799;RACCORDI, TAPPI, RUBINETTI E RAMPE - ALTRI;
1;15366;2008-04-16;;;S;2008-04-16;9999-12-31;ARTSANA SPA;00227010139;00227010139;00026833100000;ACQUABLOC CEROTTO POST OPERATORIO. COMPRESSA ANTIADERENTE STERILE CON SUPPORTO ADESIVO IN PUR;M04010102;MEDICAZIONI IN POLIURETANO O ALTRO MATERIALE PLASTICO ADESIVO CON COMPRESSA ASSORBENTE;
1;15368;2008-04-09;;60214;S;2014-08-26;9999-12-31;W.L.GORE & ASSOCIATES INC.;;;1OBSGPROX[XX], 12OBSGPROX[XX], 1OBSGDST[XX], 12OBSGDST[XX];GORE SEAMGUARD BIOABSORBABLE STAPLE LINE REINFORCEMENT - OPEN STAPLER CONFIGURATION;H900305;RINFORZI PER SUTURATRICI;
1;15369;2008-04-19;;;S;2008-04-19;9999-12-31;AMI AGENCY FOR MEDICAL INNOVATIONS GMBH;;U45993000;TVA5030;TUNNELLIZZATORE PER APPROCCIO TVA;L0699;STRUMENTARIO PER UROLOGIA - ALTRO;
1;15370;2009-09-25;;;N;2009-09-25;9999-12-31;IMPLADENT S.L.;;B60560877;029.XXXX / 031.XXXX / 030.XXXX / 032.XXXX / 033.XXXX;DEFCON - DUPLIT PROUNIC PLUS ESTETICO;Q010280;DISPOSITIVI PER ODONTOIATRIA PROTESICA - ACCESSORI;
1;15371;2008-04-16;;;S;2008-04-16;9999-12-31;ARTSANA SPA;00227010139;00227010139;0002267XX00000;SOFFIX MED CEROTTO POST OPERATORIO. COMPRESSA ANTIADERENTE STERILE CON SUPPORTO ADESIVO;M04010101;MEDICAZIONI IN TNT ADESIVO CON COMPRESSA ASSORBENTE;
1;15372;2008-07-14;;51698;S;2013-10-11;9999-12-31;AESCULAP AG;;812160059;EL741R;VALVA SPECOLO VAG.DI SCHERBAK 80X30MM;L03140102;DIVARICATORI VAGINALI;
1;15373;2008-04-26;;;S;2008-04-26;9999-12-31;GE HANGWEI MEDICAL SYSTEMS,CO.LTD;;;B79062CA;BRIGHTSPEED ELITE;Z11030603;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;
1;15374;2008-04-26;;;S;2008-04-26;9999-12-31;ICU MEDICAL INC;;;"011-XXXXX;011-CX-XXX;011-CLCXXXX;011-DC-XX;011-SMVXXXX;CX-XX;DXXXX;ECOXXXX;RAMPX;CXXXXX";DISPOSITIVO PER LA SOMMINISTRAZIONE INTRAVASCOLARE;A0799;RACCORDI, TAPPI, RUBINETTI E RAMPE - ALTRI;2012-03-01
1;15375;2008-04-19;;85646;S;2017-04-19;9999-12-31;AMI AGENCY FOR MEDICAL INNOVATIONS GMBH;;U45993000;TOA5130-TOA5140;TUNNELLIZZATORE PER APPROCCIO TOA;L0699;STRUMENTARIO PER UROLOGIA - ALTRO;
1;15376;2008-04-16;;;S;2008-04-16;9999-12-31;ARTSANA SPA;00227010139;00227010139;0002282X090000;SOFFIX MED CEROTTO POST OPERATORIO. COMPRESSA ANTIADERENTE STERILE CON SUPPORTO ADESIVO;M04010101;MEDICAZIONI IN TNT ADESIVO CON COMPRESSA ASSORBENTE;
1;15377;2008-07-05;;;S;2008-07-05;9999-12-31;SORIN GROUP ITALIA S.R.L.;10556980158;02109510368;976000101;ANGEL SYSTEM EU;Z129099;STRUMENTAZIONE VARIA PER ESPLORAZIONI FUNZIONALI ED INTERVENTI TERAPEUTICI NON ALTRIMENTI CLASSIFICATA;2013-01-01
1;15378;2008-04-09;;60210;S;2014-08-26;9999-12-31;W.L.GORE & ASSOCIATES INC.;;;HP01, HP02;GORE BIOABSORBABLE HERNIA PLUG;H900304;PLUG;
1;15379;2008-04-26;;;S;2008-04-26;9999-12-31;ICU MEDICAL INC;;;PXXXX;SET DI INFUSIONE ORBIT;A99;DISPOSITIVI DA SOMMINISTRAZIONE, PRELIEVO E RACCOLTA - ALTRI;
1;15380;2008-08-28;;;S;2018-06-05;9999-12-31;LEADER ITALIA SRL;11984210150;11984210150;01IX3315;IMPLUS CILINDRICO ESAGONO ESTERNO 3,30  15MM.;P01020101;IMPIANTI DENTALI;
1;15381;2008-08-28;;;S;2018-06-05;9999-12-31;LEADER ITALIA SRL;11984210150;11984210150;01IX3315TTS;IMPLUS CILINDRICO ESAGONO ESTERNO 3,30  15MM.  TOTALMENTE  TRATTATO;P01020101;IMPIANTI DENTALI;
1;15382;2008-11-09;;;S;2018-06-05;9999-12-31;LEADER ITALIA SRL;11984210150;11984210150;01IX3715;IMPLUS CILINDRICO ESAGONO ESTERNO 3,75  15MM.;P01020101;IMPIANTI DENTALI;
1;15383;2008-11-09;;;S;2018-06-05;9999-12-31;LEADER ITALIA SRL;11984210150;11984210150;01IX3715TTS;IMPLUS CILINDRICO ESAGONO ESTERNO 3,75  15MM. TOTALMENTE TRATTATO;P01020101;IMPIANTI DENTALI;
1;15384;2008-05-15;;;N;2008-05-15;9999-12-31;W.L.GORE & ASSOCIATES INC.;;;HPPM01, HPPM02;GORE BIOABSORBABLE HERNIA PLUG - GORE POLYPROPYLENE HERNIA MESH;H900304;PLUG;2008-05-22
1;15385;2008-05-09;;50386;S;2013-09-11;9999-12-31;AESCULAP AG;;812160059;BC906R;SUPERCUT FORB.STEVENS RET.110MM 13MM LA.;L010403;FORBICI PER DISSEZIONE;
1;15386;2008-04-09;;;S;2012-07-27;9999-12-31;W.L.GORE & ASSOCIATES INC.;;;IR06005045L;GORE INTERING®  VASCULAR GRAFT -STANDARD-WALLED;P07010299;PROTESI VASCOLARI SINTETICHE - ALTRE;
1;15388;2008-11-21;;;S;2008-11-21;9999-12-31;GENICON;;;831 005 030;LAPAROSCOPIO AUTOCLAVABILE;Z12029080;STRUMENTAZIONE VARIA PER ENDOSCOPIA E CHIRURGIA MINI-INVASIVA - COMPONENTI ACCESSORI HARDWARE;
1;15389;2008-05-22;;;S;2008-05-22;9999-12-31;JOHNSON & JOHNSON INTERNATIONAL;;441720974;EXXXXX, MICXXX, MICXXXX;PDS II;H010101010102;POLIDIOSSANONE MONTATO PER VIDEOCHIRURGIA;
1;15390;2008-11-14;;;S;2012-10-09;9999-12-31;FIAB SPA;01835220482;01835220482;F3001ECG;ELETTRODI MONOUSO PREGELLATI PER ELETTROCARDIOGRAFIA;C020501;ELETTRODI PER E.C.G.;
1;15392;2008-05-22;;;S;2016-09-13;9999-12-31;JOHNSON & JOHNSON INTERNATIONAL;;441720974;FXXXX, MPZXXXX, OF2924XG, PXXXXXXX, WXXXXX, X1153G, XI200E, XN9263G, ZXXXXX;PDS II;H010101010101;POLIDIOSSANONE MONTATO PER CHIRURGIA APERTA;
1;15393;2009-04-03;;41874;S;2012-10-06;9999-12-31;FIAB SPA;01835220482;01835220482;F3010;ELETTRODI MONOUSO BIPOLARI PER EMG;N010101;ELETTRODI PER ELETTROMIOGRAFIA;
1;15394;2008-05-02;;;S;2008-05-02;9999-12-31;DEPUY MITEK;;;210800;ANCORA VERSALOK;P09120102;ANCORETTE PER SINTESI TENDINEO-LEGAMENTOSA;
1;15395;2008-11-21;;;S;2008-11-21;9999-12-31;GENICON;;;831 005 045;LAPAROSCOPIO AUTOCLAVABILE;Z12029080;STRUMENTAZIONE VARIA PER ENDOSCOPIA E CHIRURGIA MINI-INVASIVA - COMPONENTI ACCESSORI HARDWARE;
1;15396;2008-05-09;;;N;2008-05-09;9999-12-31;IMPERIALE WORLD SERVICES SPA;01401040207;02098920230;531;ANATOMIX;Y181299;LETTI ORTOPEDICI - ALTRI;
1;15397;2008-05-09;;;N;2008-05-09;9999-12-31;IMPERIALE WORLD SERVICES SPA;01401040207;02098920230;637;ANATOMIX FULL;Y181210;LETTI A DUE SNODI ELETTRICI;
1;15398;2008-06-20;;;N;2008-06-20;9999-12-31;IMPERIALE WORLD SERVICES SPA;01401040207;02098920230;100 - 710;THERMOHEAD AIR SYSTEM;Y033303;CUSCINI ANTIDECUBITO;
1;15399;2008-06-20;;;N;2008-06-20;9999-12-31;IMPERIALE WORLD SERVICES SPA;01401040207;02098920230;204 - 170 - 720;SANANOX AIR SYSTEM;Y033306;MATERASSI E TRAVERSE ANTIDECUBITO;
1;15400;2008-06-13;;;N;2008-06-13;9999-12-31;BISCO INC.;;;B-2211Q;C & B CEMENT CATALIZZATORE;Q01010102;CEMENTI PROVVISORI E DEFINITIVI DA RESTAURO ODONTOIATRICO;
1;15402;2008-04-12;;;S;2008-04-12;9999-12-31;CARDIAC PACEMAKER INC.A OWNED SUBSIDIARY OF GUIDANT CORP.A OWNED SUBSIDIARY OF BOSTON SCIENTIFIC;;;F102, F103;TELIGEN 100, DEFIBRILLATORE IMPIANTABILE MONOCAMERALE;J01050101;DEFIBRILLATORI MONOCAMERALI CON SENSORE;
1;15404;2008-04-12;;;S;2008-04-12;9999-12-31;CARDIAC PACEMAKER INC.A OWNED SUBSIDIARY OF GUIDANT CORP.A OWNED SUBSIDIARY OF BOSTON SCIENTIFIC;;;F110, F111;TELIGEN 100, DEFIBRILLATORE IMPIANTABILE BICAMERALE;J01050201;DEFIBRILLATORI BICAMERALI CON SENSORE;
1;15409;2008-11-20;;;S;2008-11-20;9999-12-31;RI.MOS. SRL;01846710364;;720101;SPECUVAG PICCOLO;U089006;SPECULUM;
1;15410;2008-04-12;;;S;2008-04-12;9999-12-31;TRUDELL MEDICAL INTERNATIONAL;;;"906240837; 906240864; 906240813; 906240799";AEROCHAMBER PLUS CON MASCHERINA PER BAMBINI DA 0 A 18 MESI;R0680;SISTEMI DI NEBULIZZAZIONE ED UMIDIFICAZIONE - ACCESSORI;
1;15411;2008-04-19;;;S;2008-04-19;9999-12-31;AMI AGENCY FOR MEDICAL INNOVATIONS GMBH;;U45993000;TBI100;SACCHETTO DI RACCOLTA ED ESTRAZIONE;K01020107;SACCHETTI DI RECUPERO PER CHIRURGIA MINI-INVASIVA;
1;15413;2008-05-01;;;S;2011-01-31;9999-12-31;CONMED CORPORATION;;;60-6085-100 60-6085-101 60-6085-102;MANIPOLATORE UTERINO VCARE;K01020103;MANIPOLATORI MONOUSO PER CHIRURGIA MINI-INVASIVA;2015-12-31
1;15418;2008-05-22;;;S;2008-05-22;9999-12-31;HOFFRICHTER;;811931457;00004008;VENTILATORE POLMONARE VOLUMETRICO/PRESSOMETRICO MOD. CARAT II;Z12030103;VENTILATORI POLMONARI PER USO EXTRAOSPEDALIERO;
1;15419;2008-04-19;;;S;2008-04-19;9999-12-31;AMI AGENCY FOR MEDICAL INNOVATIONS GMBH;;U45993000;ASP300-ASP310;PORT DI CALIBRAZIONE;G020501;SISTEMI DI BENDAGGIO GASTRICO;
1;15420;2008-04-26;;;S;2008-04-26;9999-12-31;AMI AGENCY FOR MEDICAL INNOVATIONS GMBH;;U45993000;GBC360;STRUMENTI PER ASPORTAZIONE BENDAGGIO GASTRICO;G020599;DISPOSITIVI PER IL TRATTAMENTO CHIRURGICO DELL'OBESITA' - ALTRI;
1;15421;2008-04-11;;;S;2008-04-11;9999-12-31;MOVI;11575580151;11575580151;15000001;LETTO ELETTRICO SAFELIFE;Y181210;LETTI A DUE SNODI ELETTRICI;2011-05-13
1;15422;2008-04-12;;;S;2008-04-12;9999-12-31;CARDIAC PACEMAKER INC.A OWNED SUBSIDIARY OF GUIDANT CORP.A OWNED SUBSIDIARY OF BOSTON SCIENTIFIC;;;P106, P107, P108;COGNIS 100-D, DEFIBRILLATORE AD ALTA ENERGIA;J01050301;DEFIBRILLATORI TRICAMERALI CON SENSORE;
1;15423;2008-05-10;;;S;2010-04-27;9999-12-31;CARDINAL HEALTH 317;;;G30302M;EXTENSION SET;A03020102;PROLUNGHE AD ALTA PRESSIONE;2009-09-04
1;15426;2008-05-07;;;S;2008-05-07;9999-12-31;CARDINAL HEALTH 317;;;10012392;SMARTSITE® VENTED VIAL ACCESS;A0799;RACCORDI, TAPPI, RUBINETTI E RAMPE - ALTRI;2009-09-04
1;15427;2008-04-23;;;N;2008-04-23;9999-12-31;STRYKER CORPORATION MEDICAL DIVISION;;;1027 TRAUMA STRETCHER;1027 TRAUMA STRETCHER;Z12039099;STRUMENTAZIONE VARIA PER SUPPORTO E MONITORAGGIO DEI PARAMETRI VITALI NON ALTRIMENTI CLASSIFICATA;
1;15429;2008-04-25;;;S;2010-10-27;9999-12-31;GE YOKOGAWA MEDICAL SYSTEMS LTD.;;;B75002BL, L79162SE;BRIGHTSPEED ELITE SELECT ( BRIGHTSPEED 16 );Z11030603;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;
1;15430;2008-04-23;;;N;2008-04-23;9999-12-31;STRYKER CORPORATION MEDICAL DIVISION;;;4701-000-000 LD304 BIRTHING BED;4701 LD304 BIRTHING BED;Z12080302;LETTI/POLTRONE ELETTRIFICATI DA PARTO;
1;15431;2008-06-28;;;N;2008-06-28;9999-12-31;STRYKER CORPORATION MEDICAL DIVISION;;;0830 SURGISTOOL II;0830 SURGISTOOL II;Z12019099;STRUMENTAZIONE VARIA PER CHIRURGIA GENERALE E MULTIDISCIPLINARE NON ALTRIMENTI CLASSIFICATA;
1;15432;2008-06-28;;;N;2008-06-28;9999-12-31;STRYKER CORPORATION MEDICAL DIVISION;;;1061 STRETCHER;1061 - GYNNIE;Z12011299;STRUMENTAZIONE PER POSIZIONAMENTO DEL PAZIENTE NON ALTRIMENTI CLASSIFICATA;
1;15433;2008-05-31;;;S;2008-05-31;9999-12-31;CLINI-LAB S.R.L.;01857820284;01857820284;3790X.1S;CLINIBAG STERILE;A06030301;SACCHE PER URINA (N.T.COD. ISO 0927);
1;15434;2008-07-19;;;S;2008-07-19;9999-12-31;MEDTRONIC INC.;;;68000AM;GENERATORE CARDIOBLATE 68000;Z12059099;STRUMENTAZIONE VARIA PER CARDIOLOGIA E CARDIOCHIRURGIA NON ALTRIMENTI CLASSIFICATA;
1;15435;2008-04-26;;78972;S;2016-08-19;9999-12-31;GE HANGWEI MEDICAL SYSTEMS,CO.LTD;;;B75202CA;BRIGHTSPEED ELITE SELECT ( BRIGHTSPEED 16);Z11030603;TOMOGRAFI ASSIALI COMPUTERIZZATI - SUPERIORE O UGUALE A 16 STRATI ED INFERIORE A 64 STRATI;
1;15436;2008-04-17;;;S;2008-04-17;9999-12-31;FIN CERAMICA FAENZA S.P.A.;01025400399;01025400399;DA PFS005056-00-00 A PFS005056-04-00;SINTLIFE PUTTY ORTHO;P900401;PRODOTTI SOSTITUTIVI OSSEI E TENDINEI;2011-12-21
1;15437;2008-10-17;;;S;2008-10-17;9999-12-31;CBC CO. LTD.;;;CMD-BB1128/CMD-BB132;CHANNEL CLEANER;G0380;DISPOSITIVI PER ENDOSCOPIA DIGESTIVA - ACCESSORI;
1;15438;2008-07-26;;;S;2008-07-26;9999-12-31;GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.;;;DPCXXXX-IT;DINAMAP PROCARE SERIES MONITOR;Z1203020201;MONITOR MULTIPARAMETRICI AL POSTO LETTO;
1;15439;2008-05-07;;;S;2008-05-07;9999-12-31;CARDINAL HEALTH 317;;;2300E;SMARTSITE® BAG ACCESS DEVICE;A0799;RACCORDI, TAPPI, RUBINETTI E RAMPE - ALTRI;2009-09-04
1;15440;2008-04-18;;;N;2008-04-18;9999-12-31;BISCO INC.;;;C-3501C;CHOICE CATALIZZATORE;Q01010102;CEMENTI PROVVISORI E DEFINITIVI DA RESTAURO ODONTOIATRICO;
1;15441;2008-04-19;;;S;2008-04-19;9999-12-31;NIPRO CORPORATION;;;NEEDLE 24GX1 1/4;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;15442;2008-04-19;;;S;2008-04-19;9999-12-31;NIPRO CORPORATION;;;NEEDLE 23GX 5/8;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;15443;2008-04-19;;;S;2008-04-19;9999-12-31;NIPRO CORPORATION;;;NEEDLE 24GX1;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;15444;2008-04-19;;;S;2008-04-19;9999-12-31;NIPRO CORPORATION;;;NEEDLE 29GX1/2;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;15445;2008-04-19;;;S;2008-04-19;9999-12-31;NIPRO CORPORATION;;;NEEDLE 22GX1 1/2;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;15446;2008-05-07;;;S;2008-05-07;9999-12-31;OHMEDA MEDICAL;;;M1118179;GIRAFFE WARMER;Z12080407;RISCALDATORI RADIANTI PER NEONATI;
1;15447;2008-04-19;;;S;2008-04-19;9999-12-31;NIPRO CORPORATION;;;NEEDLE 19GX1;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;15448;2008-04-19;;;S;2008-04-19;9999-12-31;NIPRO CORPORATION;;;NEEDLE 18GX1 1/2;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;15449;2008-04-19;;;S;2008-04-19;9999-12-31;NIPRO CORPORATION;;;NEEDLE 16GX1 1/2;AGO IPODERMICO;A010101;AGHI IPODERMICI;
1;15450;2008-11-14;;;S;2018-06-05;9999-12-31;LEADER ITALIA SRL;11984210150;11984210150;01ICX4015;IMPLUS CONICO ESAGONO ESTERNO 4,00  15MM.;P01020101;IMPIANTI DENTALI;
1;15451;2008-06-28;;;N;2008-06-28;9999-12-31;STRYKER CORPORATION MEDICAL DIVISION;;;1079 EYE SYRGERY STRETCHER;1079 - EYE SURGERY;Z12011299;STRUMENTAZIONE PER POSIZIONAMENTO DEL PAZIENTE NON ALTRIMENTI CLASSIFICATA;
1;15452;2008-11-14;;;S;2018-06-05;9999-12-31;LEADER ITALIA SRL;11984210150;11984210150;01ICX4015TTS;IMPLUS CONICO ESAGONO ESTERNO 4,00  15MM.  TOTALMENTE TRATTATO;P01020101;IMPIANTI DENTALI;
1;15453;2008-05-07;;;S;2008-05-07;9999-12-31;OHMEDA MEDICAL;;;M1112198;PANDA WARMER;Z12080407;RISCALDATORI RADIANTI PER NEONATI;
1;15454;2008-04-23;;;N;2008-04-23;9999-12-31;STRYKER CORPORATION MEDICAL DIVISION;;;1080 FLUOROSCOPY STRETCHER;1080 - FLUOROSCOPY;Z12011299;STRUMENTAZIONE PER POSIZIONAMENTO DEL PAZIENTE NON ALTRIMENTI CLASSIFICATA;
1;15455;2008-04-10;;21944;S;2010-02-17;9999-12-31;AESCULAP AG;;812160059;B0436648;DAFILON BLU 6/0 (0,7) 10X45CM  LPCE;H010201010102;POLIAMMIDE MONOFILAMENTO NON MONTATO;2013-08-26
1;15456;2008-06-28;;;N;2008-06-28;9999-12-31;STRYKER CORPORATION MEDICAL DIVISION;;;5050 - STRETCHER CHAIR;5050 - STRETCHER CHAIR;Z12011299;STRUMENTAZIONE PER POSIZIONAMENTO DEL PAZIENTE NON ALTRIMENTI CLASSIFICATA;
1;15457;2008-06-28;;;N;2008-06-28;9999-12-31;STRYKER CORPORATION MEDICAL DIVISION;;;5051 - EYE STRETCHER CHAIR;5051 - EYE STRETCHER CHAIR;Z12011299;STRUMENTAZIONE PER POSIZIONAMENTO DEL PAZIENTE NON ALTRIMENTI CLASSIFICATA;
1;15458;2008-04-23;;;N;2008-04-23;9999-12-31;STRYKER CORPORATION MEDICAL DIVISION;;;1007 STRETCHER;SM104 - 1007 - 5TH WHEEL;Z12011299;STRUMENTAZIONE PER POSIZIONAMENTO DEL PAZIENTE NON ALTRIMENTI CLASSIFICATA;
1;15460;2008-04-23;;;N;2008-04-23;9999-12-31;STRYKER CORPORATION MEDICAL DIVISION;;;0737 STRETCHER;ST104 - 737 - TRANSPORT;Z12011299;STRUMENTAZIONE PER POSIZIONAMENTO DEL PAZIENTE NON ALTRIMENTI CLASSIFICATA;
1;15461;2008-04-11;;;S;2008-04-11;9999-12-31;CA.MI. DI ATTOLINI MARIO E C. - S.N.C.;00977090349;00977090349;REF RE 300850;LITE;Z12159002;APPARECCHIATURE PER AEROSOL;2010-04-15
1;15463;2008-04-12;;;S;2008-04-12;9999-12-31;MEDTRONIC INC.;;;"DEFS3200; DEFS4200; DEFS5200";DEFENDER;C01050201;SISTEMI E CATETERI DI PROTEZIONE PER PTCA;2012-01-31
1;15464;2008-05-24;;;S;2017-02-28;9999-12-31;STRYKER INSTRUMENTS;;;6203110000;AO TRAPANO PICCOLO;Z12130580;STRUMENTAZIONE PER SISTEMA MOTORIZZATO PER CHIRURGIA ORTOPEDICA - COMPONENTI ACCESSORI HARDWARE;
1;15465;2008-04-17;;;S;2008-04-17;9999-12-31;CA.MI. DI ATTOLINI MARIO E C. - S.N.C.;00977090349;00977090349;31840;FLOVAC;A06030401;CONTENITORI PER ASPIRAZIONE INTRAOPERATORIA;2010-04-15
1;15466;2008-05-24;;;S;2017-02-28;9999-12-31;STRYKER INSTRUMENTS;;;6203113000;ATTACCO HUDSON;Z12130580;STRUMENTAZIONE PER SISTEMA MOTORIZZATO PER CHIRURGIA ORTOPEDICA - COMPONENTI ACCESSORI HARDWARE;
1;15467;2008-07-19;;;S;2017-02-28;9999-12-31;STRYKER INSTRUMENTS;;;6203131000;MANDRINO CON CHIAVE DA 6,4 MM;Z12130580;STRUMENTAZIONE PER SISTEMA MOTORIZZATO PER CHIRURGIA ORTOPEDICA - COMPONENTI ACCESSORI HARDWARE;
1;15468;2008-07-19;;;S;2017-02-28;9999-12-31;STRYKER INSTRUMENTS;;;6203132000;MANDRINO CON CHIAVE DA 3,97 MM;Z12130580;STRUMENTAZIONE PER SISTEMA MOTORIZZATO PER CHIRURGIA ORTOPEDICA - COMPONENTI ACCESSORI HARDWARE;
1;15469;2008-05-24;;;S;2017-02-28;9999-12-31;STRYKER INSTRUMENTS;;;6203133000;MANDRINO SENZA CHIAVE DA 6,4MM;Z12130580;STRUMENTAZIONE PER SISTEMA MOTORIZZATO PER CHIRURGIA ORTOPEDICA - COMPONENTI ACCESSORI HARDWARE;
1;15470;2009-03-18;;;S;2009-03-18;9999-12-31;ABC HOSPITAL S.R.L.;09164830151;09164830151;22NNNXX/XX;IMPIANTO DISTRIBUZIONE OSSIGENO PER AMBULANZA;Z120309;SISTEMI GAS MEDICALI/MEDICINALI E RELATIVI COMPONENTI ACCESSORI;
1;15472;2008-05-24;;;S;2017-02-28;9999-12-31;STRYKER INSTRUMENTS;;;6203134000;MANDRINO SENZA CHIAVE DA 3,17 MM;Z12130580;STRUMENTAZIONE PER SISTEMA MOTORIZZATO PER CHIRURGIA ORTOPEDICA - COMPONENTI ACCESSORI HARDWARE;
1;15473;2008-06-27;;;S;2008-06-27;9999-12-31;BAXA CORPORATION;;;19045;FILTRO 20G VENT PIN;A010199;AGHI E KIT PER INFUSIONE E PRELIEVO - ALTRI;
1;15474;2008-05-24;;;S;2017-03-01;9999-12-31;STRYKER INSTRUMENTS;;;6203135000;HUDSON TERMINALE TRINKLE  MOD.;Z12130580;STRUMENTAZIONE PER SISTEMA MOTORIZZATO PER CHIRURGIA ORTOPEDICA - COMPONENTI ACCESSORI HARDWARE;
1;15475;2008-11-11;;42037;S;2012-10-11;9999-12-31;FIAB SPA;01835220482;01835220482;PG200;ELETTRODI MONOUSO PREGELLATI PER ELETTROLIPOLISI;N010299;DISPOSITIVI PER FISIOTERAPIA NEUROLOGICA - ALTRI;
1;15476;2008-08-28;;;S;2008-08-28;9999-12-31;UBER ROS SRL;07532430589;01799221005;UR.LC001;LETTO DI COTREL;Z12130202;SISTEMI PER TRAZIONI;2013-06-25
1;15477;2008-05-24;;;S;2017-03-01;9999-12-31;STRYKER INSTRUMENTS;;;6203160000;ATTACCO TRINKLE;Z12130580;STRUMENTAZIONE PER SISTEMA MOTORIZZATO PER CHIRURGIA ORTOPEDICA - COMPONENTI ACCESSORI HARDWARE;
1;15478;2008-11-11;;43390;S;2016-02-09;9999-12-31;FIAB SPA;01835220482;01835220482;PG470;ELETTRODI MONOPAZIENTE PREGELLATI PER ELETTROSTIMOLAZIONE;N010299;DISPOSITIVI PER FISIOTERAPIA NEUROLOGICA - ALTRI;
1;15479;2008-05-10;;;N;2008-05-10;9999-12-31;JELOSIL SRL;01255630152;01255630152;0A4A101300;JELOSOL UVB;Z12040202;APPARECCHIATURE PER FOTOTERAPIA A RAGGI ULTRAVIOLETTI;
1;15480;2008-05-24;;;S;2017-03-01;9999-12-31;STRYKER INSTRUMENTS;;;6203210000;AO FRESA GRANDE;Z12130580;STRUMENTAZIONE PER SISTEMA MOTORIZZATO PER CHIRURGIA ORTOPEDICA - COMPONENTI ACCESSORI HARDWARE;
